,labels
17458,1
17459,1
17465,2
17466,1
17468,2
17470,1
17471,1
17475,2
17478,1
17479,1
17482,2
17486,1
17490,1
17495,2
17497,2
17498,2
17499,2
17504,1
17506,1
17507,2
17508,1
17511,2
17513,1
17516,2
17520,2
17521,1
17524,1
17529,1
17531,1
17532,1
17533,2
17537,1
17540,1
17541,2
17542,2
17544,1
17545,1
17546,1
17547,2
17550,2
17554,1
17556,1
17557,1
17562,1
17563,1
17564,2
17566,1
17567,1
17568,1
17569,1
17570,1
17571,2
17572,2
17574,2
17575,2
17577,1
17578,2
17579,1
17582,2
17585,1
17588,1
17589,1
17590,1
17591,2
17594,1
17595,1
17596,1
17598,2
17605,1
17609,1
17612,1
17613,3
17614,1
17615,1
17616,2
17618,1
17622,2
17623,1
17625,1
17629,1
17632,1
17634,2
17636,2
17639,1
17641,3
17642,3
17643,2
17645,1
17646,1
17647,3
17650,2
17651,2
17655,1
17658,1
17661,1
17662,1
17663,1
17670,1
17673,1
17675,1
17677,1
17683,3
17684,1
17685,1
17689,2
17691,1
17694,1
17695,2
17697,2
17699,2
17700,1
17702,1
17704,1
17705,1
17706,2
17707,2
17709,2
17711,2
17714,1
17716,1
17718,2
17719,1
17720,2
17724,1
17725,1
17727,2
17730,1
17733,2
17735,2
17736,2
17737,1
17739,1
17741,1
17743,1
17744,2
17745,1
17747,2
17749,2
17751,1
17752,1
17757,2
17759,1
17762,2
17764,2
17767,1
17769,1
17770,2
17771,1
17773,1
17774,1
17776,1
17780,1
17781,1
17782,1
17783,1
17784,1
17785,1
17791,2
17792,2
17793,1
17794,1
17796,2
17799,1
17804,2
17807,2
17808,1
17809,1
17810,1
17811,1
17815,2
17816,2
17817,2
17823,2
17824,1
17825,2
17827,1
17830,2
17831,1
17832,2
17833,1
17835,2
17837,1
17840,2
17841,2
17843,1
17844,1
17845,1
17851,1
17853,1
17854,1
17856,2
17858,1
17861,2
17862,2
17864,1
17867,2
17868,1
17870,2
17871,1
17872,2
17873,2
17874,2
17875,1
17877,1
17878,2
17882,2
17885,1
17886,1
17887,1
17890,2
17893,1
17896,1
17898,1
17899,1
17901,3
17906,3
17907,2
17909,1
17910,3
17911,2
17912,1
17913,1
17914,1
17916,2
17917,2
17925,1
17927,1
17930,1
17931,1
17934,1
17937,1
17938,1
17940,1
17942,2
17944,1
17946,1
17949,1
17952,1
17956,1
17957,2
17960,2
17961,3
17964,1
17967,2
17968,1
17969,1
17975,2
17979,1
17980,1
17981,1
17983,1
17987,1
17988,1
17989,3
17992,2
17995,2
17996,1
17999,2
18000,1
18001,1
18006,2
18007,2
18008,1
18009,1
18012,2
18016,1
18018,2
18020,1
18022,2
18024,1
18026,1
18027,2
18029,1
18031,2
18032,1
18033,1
18036,2
18038,1
18039,1
18041,1
18044,2
18048,1
18050,2
18053,2
18055,1
18058,2
18059,1
18060,1
18065,1
18066,2
18070,2
18071,2
18073,1
18075,3
18077,3
18079,1
18081,1
18082,2
18083,1
18084,1
18085,1
18089,1
18091,1
18092,1
18093,1
18095,1
18096,1
18103,1
18104,1
18105,2
18106,3
18109,1
18111,1
18113,2
18116,1
18123,3
18124,1
18126,1
18127,2
18128,2
18129,2
18135,2
18137,1
18138,2
18143,2
18145,1
18146,2
18147,2
18148,3
18149,2
18150,2
18156,2
18157,1
18158,2
18159,3
18160,2
18161,1
18162,3
18164,2
18167,1
18173,1
18174,1
18175,1
18177,2
18181,2
18182,1
18183,2
18184,2
18186,1
18191,1
18194,1
18197,1
18200,1
18202,1
18205,1
18206,1
18207,2
18208,1
18209,2
18213,1
18214,1
18215,1
18216,2
18222,1
18223,1
18224,2
18225,2
18226,1
18228,1
18231,1
18238,1
18240,2
18241,1
18242,3
18244,1
18246,1
18247,1
18253,2
18259,1
18265,1
18270,2
18271,3
18272,1
18274,1
18279,1
18281,1
18282,2
18283,1
18284,3
18285,1
18287,2
18288,2
18289,1
18291,2
18293,1
18295,1
18298,1
18304,1
18307,2
18309,2
18310,1
18311,1
18312,1
18313,2
18314,1
18315,1
18316,1
18326,1
18330,1
18331,1
18334,2
18335,1
18338,1
18339,1
18343,3
18344,2
18345,2
18348,1
18350,1
18352,2
18357,2
18359,2
18360,2
18362,2
18364,1
18366,1
18369,2
18372,2
18373,1
18374,2
18375,1
18376,1
18378,1
18379,3
18380,2
18382,3
18387,1
18388,1
18389,2
18391,2
18393,1
18396,1
18398,1
18400,2
18401,2
18403,1
18406,1
18407,2
18409,2
18410,1
18411,1
18412,2
18413,1
18419,2
18420,1
18421,1
18430,2
18432,1
18442,2
18443,1
18448,1
18449,1
18450,2
18452,2
18453,1
18462,1
18465,2
18466,1
18467,1
18468,1
18469,1
18471,2
18472,1
18474,1
18477,2
18478,3
18479,2
18480,1
18481,1
18482,1
18485,2
18487,2
18488,2
18489,1
18491,1
18492,3
18493,2
18498,1
18500,1
18503,2
18505,2
18507,1
18508,1
18509,2
18510,1
18515,1
18516,1
18517,2
18519,2
18521,2
18522,1
18523,1
18524,1
18528,1
18529,1
18530,2
18531,2
18532,1
18533,1
18534,1
18535,2
18537,3
18546,3
18549,1
18554,2
18555,2
18556,2
18560,2
18561,2
18563,1
18564,2
18565,1
18567,1
18570,3
18571,1
18574,1
18575,2
18580,2
18584,3
18585,1
18589,1
18593,1
18594,1
18598,2
18599,1
18600,1
18602,2
18605,1
18606,1
18607,2
18608,1
18611,1
18613,1
18614,1
18620,2
18621,1
18623,2
18624,1
18628,1
18629,2
18630,2
18631,2
18632,1
18633,2
18634,2
18635,1
18637,1
18639,1
18642,3
18643,1
18646,2
18651,1
18653,1
18656,1
18658,1
18659,1
18660,1
18661,1
18662,2
18663,2
18664,1
18665,2
18666,1
18667,1
18669,1
18671,2
18676,2
18677,2
18679,1
18682,2
18683,2
18684,1
18690,1
18691,1
18693,1
18701,1
18702,1
18703,1
18706,2
18707,2
18708,1
18709,1
18713,1
18714,2
18715,1
18716,1
18720,2
18721,1
18722,1
18725,1
18726,1
18734,2
18735,1
18736,1
18738,1
18742,2
18744,1
18746,3
18748,1
18751,1
18753,3
18754,1
18755,1
18757,3
18761,1
18762,1
18763,2
18766,1
18767,3
18771,1
18776,2
18778,2
18779,1
18780,2
18782,1
18784,2
18788,1
18789,1
18793,2
18795,1
18797,1
18798,2
18801,1
18802,2
18803,2
18805,3
18807,1
18810,3
18813,1
18819,1
18821,1
18822,1
18823,1
18825,3
18826,1
18827,1
18830,1
18837,1
18839,1
18844,2
18847,2
18850,2
18855,2
18859,1
18862,2
18863,1
18865,1
18866,1
18867,1
18868,2
18869,1
18870,2
18872,1
18873,1
18877,2
18878,2
18882,1
18885,1
18889,1
18892,1
18897,1
18898,1
18901,1
18903,1
18905,3
18908,1
18910,2
18914,1
18915,1
18917,1
18918,1
18920,2
18921,2
18922,1
18926,1
18927,1
18929,3
18931,2
18932,1
18933,1
18935,1
18940,1
18942,2
18945,1
18946,2
18947,2
18948,2
18950,1
18951,1
18953,2
18954,1
18955,2
18956,2
18960,1
18961,3
18964,2
18965,1
18967,1
18968,1
18969,2
18971,1
18975,1
18977,2
18978,2
18982,1
18983,1
18984,2
18987,2
18988,2
18990,1
18991,2
18994,1
18999,1
19001,1
19003,1
19006,1
19011,2
19012,1
19014,1
19017,1
19020,2
19022,2
19025,2
19030,2
19032,2
19033,1
19037,1
19038,1
19039,2
19040,1
19041,1
19047,1
19050,2
19055,2
19056,1
19057,1
19061,2
19064,2
19066,2
19070,1
19071,1
19073,1
19075,1
19076,2
19077,1
19079,2
19085,1
19087,2
19090,1
19095,2
19096,1
19098,1
19100,1
19101,1
19103,2
19109,1
19111,2
19115,1
19116,1
19118,1
19119,2
19121,1
19122,2
19125,1
19127,1
19128,2
19130,3
19133,1
19136,2
19137,1
19140,1
19142,2
19143,1
19145,1
19147,2
19148,1
19150,2
19152,3
19153,1
19156,1
19161,1
19162,1
19163,1
19165,2
19167,1
19173,1
19175,1
19178,1
19179,2
19182,2
19183,1
19185,1
19187,2
19189,1
19191,1
19193,1
19195,2
19197,2
19199,1
19201,3
19204,1
19211,1
19212,1
19215,2
19219,1
19225,2
19228,1
19229,2
19230,3
19231,2
19233,1
19237,2
19238,1
19239,1
19240,2
19241,2
19242,1
19243,1
19244,1
19245,1
19246,1
19248,1
19249,1
19251,2
19252,2
19253,1
19254,2
19261,1
19263,1
19269,2
19273,1
19274,1
19275,2
19277,1
19279,2
19280,2
19281,1
19283,2
19285,2
19289,3
19290,2
19291,1
19292,2
19295,1
19296,1
19299,2
19306,1
19310,2
19311,1
19315,1
19316,2
19317,1
19318,1
19320,1
19323,1
19325,1
19328,1
19329,2
19338,1
19342,1
19343,1
19345,1
19346,1
19349,2
19350,2
19352,1
19355,1
19357,2
19360,1
19361,2
19362,1
19365,2
19367,1
19368,1
19369,1
19371,1
19373,3
19376,1
19382,1
19387,1
19390,2
19391,2
19393,2
19398,1
19399,2
19400,2
19401,1
19402,1
19403,1
19404,1
19405,1
19406,1
19409,1
19410,1
19411,2
19415,1
19418,2
19422,1
19424,1
19428,1
19429,1
19432,1
19434,2
19438,2
19439,1
19440,1
19450,2
19455,1
19456,2
19457,1
19459,2
19461,1
19462,1
19463,1
19465,1
19466,2
19468,2
19469,2
19472,2
19473,2
19474,1
19475,1
19476,1
19481,2
19482,2
19483,1
19489,1
19491,2
19492,1
19493,1
19494,1
19496,1
19497,1
19501,1
19503,2
19504,1
19507,1
19509,2
19511,1
19513,1
19518,2
19519,1
19523,1
19525,1
19527,2
19529,2
19531,1
19532,3
19533,2
19536,1
19538,1
19541,2
19548,2
19551,1
19554,1
19555,1
19557,1
19558,1
19563,1
19564,1
19566,1
19567,2
19570,1
19571,1
19572,1
19573,2
19574,2
19575,1
19576,1
19577,1
19578,3
19579,1
19580,2
19582,3
19586,1
19587,2
19590,1
19594,1
19596,1
19598,1
19599,1
19600,1
19601,1
19604,2
19608,2
19610,1
19614,1
19615,2
19617,1
19619,2
19620,1
19623,1
19628,2
19634,2
19638,1
19639,1
19640,1
19641,2
19643,1
19645,1
19647,1
19650,1
19651,1
19655,1
19657,2
19665,2
19674,1
19675,2
19680,1
19681,1
19684,1
19685,1
19686,1
19688,2
19689,2
19692,2
19693,2
19695,1
19697,1
19698,1
19701,1
19702,2
19708,1
19709,1
19710,2
19717,2
19718,2
19721,3
19722,1
19723,1
19725,2
19729,1
19731,2
19732,1
19734,2
19736,1
19737,2
19739,2
19740,2
19743,1
19744,1
19745,2
19746,2
19748,2
19751,1
19755,1
19758,1
19759,2
19762,1
19764,1
19766,2
19769,1
19770,1
19774,3
19778,1
19779,1
19782,2
19783,2
19786,3
19787,2
19788,1
19790,1
19791,3
19792,1
19793,1
19794,1
19797,1
19798,1
19800,1
19806,1
19809,2
19810,2
19811,1
19812,1
19815,1
19819,1
19821,1
19823,1
19824,1
19827,2
19830,1
19832,1
19833,1
19834,1
19836,2
19839,1
19841,2
19842,2
19843,2
19845,2
19846,1
19849,1
19851,1
19852,2
19855,2
19857,2
19859,1
19861,1
19867,1
19868,1
19872,1
19875,2
19876,1
19878,1
19879,1
19880,1
19883,2
19885,1
19888,1
19891,2
19899,2
19900,2
19901,1
19904,1
19905,1
19906,1
19910,3
19913,2
19914,2
19918,1
19919,1
19926,2
19927,1
19928,1
19930,1
19931,2
19932,2
19934,1
19937,2
19938,2
19941,2
19942,2
19944,1
19946,2
19947,2
19952,3
19953,2
19954,1
19955,1
19956,3
19957,1
19959,1
19969,1
19971,1
19976,1
19978,1
19981,2
19983,2
19985,1
19986,1
19988,1
19991,2
19993,3
19995,1
19997,1
20001,2
20002,1
20004,1
20005,2
20007,2
20010,2
20011,1
20012,1
20015,2
20017,1
20018,1
20022,2
20028,1
20030,1
20034,1
20037,1
20038,1
20041,3
20042,2
20048,3
20049,2
20053,1
20054,2
20056,1
20057,1
20058,2
20060,1
20061,2
20064,2
20065,1
20066,1
20068,1
20070,2
20074,2
20080,2
20083,2
20084,1
20086,1
20091,1
20093,1
20098,1
20100,1
20104,1
20109,2
20111,2
20113,1
20114,1
20115,2
20116,1
20117,3
20118,1
20119,1
20123,1
20126,1
20128,1
20129,1
20131,2
20132,1
20133,1
20134,1
20135,1
20138,1
20139,2
20142,1
20144,1
20147,3
20148,2
20149,1
20150,1
20151,1
20152,2
20153,1
20155,1
20159,2
20161,2
20165,1
20167,1
20168,2
20173,1
20176,2
20177,1
20180,3
20181,1
20183,1
20184,1
20186,2
20188,1
20189,1
20192,1
20194,1
20197,1
20200,2
20201,2
20202,2
20205,1
20208,2
20209,2
20211,2
20212,2
20214,1
20215,1
20217,1
20219,1
20224,2
20226,2
20229,1
20230,2
20233,2
20235,3
20236,1
20238,2
20239,2
20240,1
20241,2
20245,1
20246,1
20247,1
20252,2
20257,2
20260,1
20262,2
20263,2
20267,2
20268,2
20273,2
20278,2
20279,2
20280,2
20282,1
20283,2
20284,1
20285,1
20289,1
20290,1
20291,1
20293,2
20294,1
20295,1
20298,1
20299,1
20300,1
20303,2
20305,2
20306,1
20307,2
20308,1
20309,1
20310,2
20313,2
20314,1
20315,1
20320,2
20321,3
20323,1
20324,2
20325,2
20332,1
20334,1
20336,1
20339,2
20341,1
20342,1
20343,2
20345,1
20346,1
20347,1
20351,1
20353,1
20354,1
20357,2
20358,2
20359,1
20363,1
20366,3
20369,1
20372,2
20374,1
20377,1
20381,1
20388,2
20389,2
20391,1
20392,1
20393,1
20395,1
20399,2
20400,1
20402,1
20405,1
20407,1
20408,1
20410,2
20411,1
20412,1
20413,1
20414,2
20415,2
20416,2
20419,1
20420,1
20423,1
20424,1
20426,2
20428,2
20429,1
20430,1
20433,2
20434,1
20436,1
20440,1
20445,1
20451,2
20454,1
20455,1
20456,2
20457,1
20458,2
20459,1
20461,2
20465,1
20467,2
20469,3
20471,2
20472,1
20475,2
20479,2
20482,1
20483,1
20489,2
20495,1
20500,2
20503,2
20504,2
20505,2
20507,1
20508,1
20509,2
20511,1
20514,2
20519,1
20524,1
20525,2
20530,1
20531,1
20532,1
20534,2
20535,2
20536,2
20545,2
20547,2
20549,2
20551,1
20553,1
20554,1
20556,2
20559,2
20561,1
20563,2
20566,1
20567,1
20568,1
20573,1
20574,1
20576,1
20579,1
20580,1
20582,1
20584,1
20588,2
20591,2
20594,1
20595,1
20597,1
20598,1
20602,3
20604,2
20605,1
20607,1
20612,1
20613,2
20614,1
20615,2
20628,2
20629,1
20630,1
20633,2
20634,3
20636,2
20637,1
20638,3
20639,2
20643,2
20644,1
20646,2
20647,1
20651,2
20659,1
20661,1
20663,2
20667,1
20668,2
20670,1
20673,1
20675,2
20678,2
20679,1
20681,2
20682,1
20684,2
20687,2
20689,2
20690,1
20692,1
20693,2
20698,1
20699,1
20700,1
20701,2
20702,1
20704,2
20707,2
20709,1
20711,1
20714,1
20715,2
20717,1
20720,1
20722,1
20725,2
20728,1
20729,1
20732,1
20733,1
20734,2
20735,3
20738,2
20740,1
20742,1
20745,1
20746,1
20751,1
20754,2
20755,2
20756,2
20759,1
20760,2
20761,1
20763,1
20767,1
20770,1
20771,2
20777,1
20779,2
20780,2
20781,1
20784,3
20787,2
20788,1
20789,2
20790,2
20793,2
20796,2
20797,1
20799,1
20802,1
20804,1
20806,1
20807,1
20808,1
20810,2
20813,2
20815,1
20818,1
20819,1
20820,1
20821,1
20824,2
20827,2
20830,1
20831,1
20832,2
20833,1
20834,2
20836,1
20837,2
20839,1
20840,2
20842,1
20843,2
20849,1
20851,1
20853,1
20854,2
20855,2
20862,2
20863,1
20865,2
20867,1
20869,1
20872,2
20873,1
20875,1
20877,1
20885,1
20886,1
20887,1
20888,2
20889,1
20892,2
20893,2
20896,1
20901,2
20907,1
20909,1
20911,1
20914,1
20917,1
20918,2
20919,1
20921,1
20922,1
20926,2
20927,1
20929,2
20930,1
20931,2
20933,2
20934,2
20935,1
20936,1
20937,1
20942,3
20943,2
20947,3
20948,2
20949,2
20950,1
20953,3
20954,1
20956,2
20958,3
20959,1
20961,1
20962,1
20963,1
20964,1
20966,1
20968,2
20969,2
20971,1
20972,1
20976,1
20978,1
20979,2
20982,2
20983,2
20985,1
20986,2
20988,1
20989,1
20990,2
20991,1
20992,1
20996,3
21002,1
21003,2
21005,2
21006,1
21009,3
21011,1
21013,1
21014,2
21016,1
21017,1
21020,1
21021,2
21029,1
21030,1
21033,1
21041,1
21042,1
21043,1
21044,1
21047,1
21049,3
21050,2
21053,2
21058,1
21064,1
21065,1
21066,1
21068,1
21069,1
21072,1
21073,2
21074,1
21075,2
21077,1
21080,2
21083,1
21091,2
21092,1
21093,1
21095,1
21096,1
21097,2
21099,1
21101,2
21105,1
21106,2
21107,1
21109,1
21111,1
21114,2
21117,1
21122,1
21128,2
21129,2
21130,1
21132,2
21133,1
21134,2
21140,3
21142,2
21144,1
21146,1
21148,1
21152,1
21154,1
21156,1
21158,1
21162,3
21165,1
21167,2
21173,2
21176,1
21177,1
21178,1
21179,1
21181,1
21183,1
21184,2
21189,2
21191,3
21192,2
21194,1
21198,1
21199,1
21200,1
21201,1
21203,1
21209,1
21210,2
21214,1
21215,1
21220,1
21221,1
21222,1
21225,2
21226,2
21228,1
21230,1
21231,1
21234,2
21236,1
21238,3
21239,1
21241,2
21243,2
21250,1
21251,2
21253,2
21254,1
21255,1
21256,1
21257,2
21259,1
21260,2
21262,2
21263,1
21264,2
21266,1
21270,3
21272,1
21274,1
21277,1
21278,3
21279,1
21281,2
21282,1
21286,1
21287,1
21288,2
21291,1
21292,1
21295,2
21299,1
21302,1
21304,2
21305,2
21307,2
21308,1
21309,2
21312,1
21315,1
21320,1
21321,2
21323,3
21324,3
21328,2
21332,2
21335,1
21336,3
21339,1
21343,1
21344,2
21345,1
21347,1
21348,1
21350,2
21352,1
21359,2
21362,2
21363,1
21364,1
21365,3
21366,1
21367,1
21368,1
21371,1
21375,1
21376,2
21382,1
21383,1
21385,1
21387,1
21389,3
21390,2
21396,2
21397,1
21400,1
21402,1
21403,1
21404,1
21407,2
21412,2
21413,2
21419,2
21420,2
21422,1
21432,2
21433,1
21438,2
21440,1
21441,2
21445,3
21447,1
21449,1
21453,1
21454,1
21455,1
21456,1
21458,2
21460,1
21466,2
21469,1
21472,2
21474,1
21477,1
21481,1
21484,2
21485,1
21488,1
21494,1
21497,1
21498,2
21500,2
21501,1
21502,2
21504,1
21506,1
21508,2
21509,2
21510,2
21511,1
21517,2
21518,1
21519,2
21520,2
21521,1
21523,1
21526,1
21528,1
21530,2
21531,1
21534,2
21539,2
21542,1
21543,2
21544,2
21546,2
21552,1
21554,2
21558,2
21559,1
21560,1
21561,1
21562,1
21567,1
21570,2
21571,2
21572,1
21573,1
21574,1
21575,2
21577,2
21581,1
21583,1
21584,1
21585,2
21586,2
21587,2
21589,1
21590,3
21591,2
21592,1
21593,1
21596,2
21598,2
21599,1
21602,1
21603,2
21605,1
21606,1
21607,1
21614,1
21615,1
21617,1
21618,2
21620,2
21623,1
21625,1
21628,2
21630,1
21632,1
21634,3
21639,2
21640,2
21641,1
21644,1
21646,2
21650,1
21654,1
21658,2
21659,1
21666,2
21669,2
21670,1
21672,1
21673,1
21683,1
21686,1
21687,1
21688,1
21691,1
21694,2
21696,1
21700,1
21701,2
21704,1
21707,1
21710,2
21711,1
21713,2
21715,2
21717,1
21720,1
21721,1
21725,1
21727,1
21728,2
21729,2
21730,1
21731,1
21732,1
21733,2
21734,1
21737,1
21739,1
21740,1
21741,1
21743,1
21744,1
21747,2
21750,2
21753,1
21754,1
21757,1
21758,1
21760,1
21761,1
21762,1
21765,1
21767,1
21768,1
21771,2
21773,2
21775,2
21776,3
21778,1
21780,1
21781,3
21782,1
21784,1
21785,1
21787,1
21788,1
21791,1
21793,2
21797,1
21798,2
21800,1
21803,1
21805,1
21808,1
21809,3
21814,1
21815,3
21817,2
21819,1
21821,1
21822,1
21823,1
21825,1
21827,1
21828,1
21829,2
21830,2
21831,2
21832,1
21833,2
21834,1
21836,2
21838,1
21842,1
21844,2
21845,1
21847,1
21850,1
21851,2
21858,1
21860,2
21861,1
21863,1
21864,2
21865,2
21866,2
21867,1
21868,1
21869,1
21871,2
21872,1
21873,2
21877,2
21880,2
21882,1
21885,1
21886,1
21889,1
21892,1
21893,1
21895,2
21896,1
21897,1
21900,1
21901,2
21902,2
21903,1
21904,2
21905,1
21906,1
21907,1
21909,2
21910,2
21912,2
21913,1
21914,1
21917,1
21919,1
21922,2
21929,1
21931,2
21933,2
21934,2
21938,1
21941,1
21944,1
21946,1
21948,1
21956,1
21961,1
21965,1
21966,1
21967,2
21968,2
21970,2
21973,1
21974,1
21980,2
21982,2
21983,1
21988,3
21991,2
21994,1
21995,1
21997,1
21998,2
22001,1
22004,1
22005,2
22007,2
22008,2
22010,1
22011,1
22014,1
22015,3
22018,2
22022,3
22023,2
22027,2
22028,1
22029,1
22030,1
22033,1
22034,1
22038,1
22044,1
22046,2
22047,2
22048,1
22050,2
22051,1
22053,1
22056,2
22058,2
22059,2
22060,1
22061,1
22062,1
22063,1
22066,2
22068,2
22074,3
22076,1
22077,2
22080,2
22083,1
22084,1
22085,2
22089,2
22090,1
22092,1
22094,2
22096,2
22097,2
22098,1
22099,2
22100,1
22101,1
22105,2
22106,2
22110,1
22111,2
22114,1
22115,2
22116,3
22118,1
22121,2
22125,1
22129,2
22130,2
22132,1
22133,2
22134,2
22138,1
22144,2
22145,1
22146,1
22151,3
22152,1
22153,1
22156,1
22157,1
22159,1
22160,1
22161,2
22163,1
22164,2
22167,1
22168,2
22169,2
22171,1
22176,1
22177,2
22181,1
22183,1
22184,1
22186,1
22187,3
22188,2
22190,1
22191,1
22192,2
22193,1
22194,1
22198,1
22199,1
22200,1
22202,1
22203,1
22205,1
22207,1
22210,1
22214,2
22215,1
22216,2
22217,1
22218,1
22219,1
22220,1
22221,2
22223,2
22224,2
22235,1
22237,2
22238,1
22241,1
22244,1
22245,1
22253,2
22254,2
22256,1
22257,1
22258,1
22259,2
22260,3
22263,1
22265,3
22267,2
22268,1
22269,2
22270,1
22273,1
22274,1
22276,1
22277,1
22280,1
22282,2
22284,2
22287,2
22289,1
22291,1
22292,1
22293,1
22294,1
22296,2
22302,2
22303,1
22306,1
22308,2
22311,1
22312,1
22313,2
22318,2
22321,2
22322,3
22326,3
22327,2
22328,1
22329,1
22330,1
22331,1
22333,2
22338,2
22340,2
22342,1
22344,1
22351,2
22352,2
22354,1
22355,1
22356,1
22358,2
22359,1
22360,2
22362,2
22366,2
22372,1
22374,1
22378,1
22381,2
22385,2
22386,2
22392,1
22394,1
22395,1
22400,1
22402,1
22404,1
22405,2
22409,1
22410,1
22414,1
22415,1
22417,2
22419,1
22420,2
22422,2
22423,1
22424,1
22425,1
22428,1
22429,1
22430,1
22432,1
22433,2
22434,2
22439,1
22441,2
22442,1
22444,2
22449,1
22451,1
22452,1
22453,1
22454,1
22455,1
22457,2
22460,3
22463,1
22466,2
22467,1
22468,2
22469,1
22470,2
22471,2
22472,2
22473,1
22476,1
22478,1
22479,1
22480,1
22481,1
22482,1
22483,2
22485,1
22486,1
22487,1
22488,2
22489,2
22492,1
22494,2
22495,1
22497,2
22499,1
22503,2
22504,1
22507,1
22508,2
22509,1
22513,3
22515,1
22522,1
22523,1
22526,1
22527,2
22529,1
22530,2
22532,2
22535,1
22537,2
22540,1
22541,2
22542,2
22543,1
22544,1
22546,2
22547,1
22548,1
22549,1
22550,2
22551,2
22554,1
22555,1
22557,1
22558,2
22561,1
22564,1
22565,1
22568,1
22570,1
22575,1
22576,2
22578,1
22579,2
22580,2
22581,1
22583,1
22584,1
22585,1
22586,2
22587,1
22588,1
22589,2
22591,1
22592,2
22597,2
22598,2
22599,2
22602,1
22603,1
22604,2
22606,1
22607,2
22612,2
22613,1
22614,2
22616,1
22619,1
22621,1
22622,2
22625,1
22629,2
22630,1
22632,1
22633,1
22636,2
22640,2
22642,1
22644,2
22645,1
22647,1
22654,1
22658,2
22659,2
22661,2
22665,2
22668,1
22671,1
22675,3
22676,2
22678,1
22679,1
22680,2
22681,2
22684,1
22685,2
22686,2
22689,2
22696,1
22700,3
22701,2
22703,2
22704,1
22706,1
22711,2
22713,2
22714,1
22715,1
22718,1
22723,1
22725,2
22726,2
22729,2
22731,1
22734,1
22735,2
22736,1
22737,2
22738,1
22740,3
22742,1
22744,1
22745,1
22746,1
22747,2
22748,1
22754,1
22756,2
22758,1
22760,1
22762,1
22765,2
22766,2
22767,1
22771,1
22772,1
22774,1
22777,1
22783,1
22785,2
22786,2
22789,1
22790,1
22791,1
22792,1
22795,2
22796,3
22798,2
22801,1
22802,2
22803,2
22805,2
22807,1
22809,2
22811,1
22812,2
22815,2
22817,1
22818,1
22819,1
22821,2
22822,2
22826,1
22829,1
22830,1
22832,3
22833,2
22835,1
22836,2
22840,1
22841,1
22844,1
22847,1
22852,1
22853,1
22854,2
22855,2
22862,1
22866,1
22867,1
22870,1
22871,1
22873,1
22875,1
22876,1
22879,1
22880,1
22881,1
22882,2
22883,1
22886,2
22888,2
22890,2
22898,1
22903,1
22904,1
22905,2
22907,2
22908,2
22911,1
22913,1
22915,1
22917,2
22918,2
22919,1
22922,2
22931,1
22936,2
22937,3
22939,2
22940,1
22942,2
22946,1
22948,1
22950,2
22953,2
22955,1
22957,2
22958,1
22959,2
22961,1
22962,2
22963,2
22967,1
22969,1
22971,2
22973,2
22976,1
22978,1
22979,2
22980,2
22982,1
22985,1
22989,1
22991,2
22993,1
22995,1
22996,1
22997,2
23001,2
23007,1
23010,2
23012,2
23013,3
23015,1
23016,1
23019,1
23022,1
23024,1
23026,1
23027,1
23028,2
23030,1
23031,1
23032,2
23036,1
23037,1
23039,2
23040,2
23041,2
23042,2
23045,2
23047,1
23048,2
23050,3
23051,1
23052,2
23056,2
23058,2
23060,2
23061,2
23062,1
23063,1
23068,3
23069,2
23071,1
23072,1
23075,1
23076,2
23084,1
23086,1
23089,1
23091,1
23094,2
23095,1
23096,1
23098,3
23102,1
23103,2
23106,1
23107,3
23108,2
23110,2
23113,2
23114,1
23115,1
23117,1
23119,1
23121,2
23123,1
23125,2
23126,1
23127,1
23129,2
23134,1
23135,1
23136,1
23137,1
23138,2
23140,2
23142,1
23144,1
23145,1
23147,1
23153,2
23156,2
23160,2
23161,2
23164,2
23167,2
23169,2
23170,1
23171,1
23172,1
23175,3
23181,2
23183,1
23186,1
23187,2
23188,1
23189,1
23190,1
23191,2
23193,2
23195,1
23196,1
23199,1
23201,2
23203,2
23204,1
23212,2
23213,1
23214,1
23217,2
23220,2
23224,1
23227,2
23228,3
23231,1
23239,1
23241,2
23243,1
23245,2
23246,3
23248,1
23252,1
23253,2
23256,3
23257,1
23258,2
23259,1
23262,1
23263,2
23265,2
23267,1
23268,2
23270,2
23271,1
23273,1
23276,1
23278,1
23279,1
23280,2
23283,1
23284,1
23285,1
23286,1
23288,2
23290,1
23293,2
23294,1
23296,1
23297,1
23299,1
23300,2
23303,1
23307,3
23308,2
23309,1
23311,2
23312,3
23314,1
23315,1
23317,2
23319,2
23321,1
23322,2
23323,2
23327,3
23330,1
23331,1
23332,1
23333,2
23334,1
23335,1
23336,1
23337,1
23342,1
23345,2
23347,1
23348,2
23349,2
23351,2
23354,2
23357,1
23358,3
23361,1
23363,1
23368,2
23371,1
23373,2
23375,1
23376,1
23377,1
23380,1
23382,1
23383,1
23385,2
23388,2
23390,1
23391,1
23393,2
23394,2
23399,2
23401,1
23404,2
23405,1
23407,2
23408,1
23410,2
23417,2
23420,1
23421,1
23422,1
23424,1
23425,2
23427,2
23430,2
23431,1
23433,1
23439,1
23440,1
23441,1
23444,2
23447,2
23450,1
23457,2
23458,3
23460,2
23464,1
23466,2
23468,1
23469,2
23470,1
23471,1
23476,2
23478,2
23479,1
23484,2
23486,2
23490,1
23494,1
23501,1
